Deaths,Case_Fatality_Ratio,Confirmed_Cases,Latitude,Longitude
165.0,3.779216715,4365.984076676587,33.93911,67.709953
165.0,1.077233702,15317.010570098186,41.1533,20.1683
165.0,2.536905131,6503.9877914141825,28.0339,1.6596
165.0,0.3455425017,47751.00000382963,42.5063,1.5218
82.5,1.836433703,4492.402849350234,-11.2027,17.8739
146.0,1.603338458,9106.00000090561,17.0608,-61.7964
143.33333333333334,1.306452816,10971.18331239705,-38.4161,-63.6167
140.66666666666666,1.954365257,7197.562797580302,40.0691,45.0382
138.0,0.06136005905,224901.99999245274,-35.4735,149.0124
111.0,0.1517344365,73154.12543150678,-33.8688,151.2093
84.0,0.08155181453,103001.99999731385,-12.4634,130.8456
77.53846153846153,0.1379317464,56215.09446679603,-27.4698,153.0251
71.07692307692308,0.1339840356,53048.79999966435,-34.9285,138.6007
64.61538461538461,0.07992749434,80842.50000446668,-42.8821,147.3272
58.15384615384615,0.2274631995,25566.265787906566,-37.8136,144.9631
51.69230769230769,0.06666162258,77544.3286431743,-31.9505,115.8605
45.230769230769226,0.3755247962,12044.682451989098,47.5162,14.5501
38.76923076923077,1.210895153,3201.700054144222,40.1431,47.5769
32.30769230769231,2.221866581,1454.078862518897,25.025885,-78.035889
25.846153846153847,0.2201867939,11738.28520246865,26.0275,50.55
19.384615384615387,1.445115079,1341.3890468867903,23.685,90.3563
12.92307692307692,0.5383120883,2400.6663056533334,13.1939,-59.5432
6.461538461538453,0.716069925,902.3613806345035,53.7098,27.9534
81.5,0.9804200986,8312.763081497276,17.1899,-88.4976
163.0,0.5825173326,27981.999998603987,9.3077,2.3158
21.0,0.03358334266,62531.000003797715,27.5142,90.4336
21.485714285714284,1.911955614,1123.7559140174833,-16.2902,-63.5887
21.97142857142857,4.046796224,542.9339001831729,43.9159,17.6791
22.457142857142856,0.8766395079,2561.7306378238873,-22.3285,24.6849
22.942857142857143,1.281495581,1790.3188651617477,-9.0238,-70.812
23.428571428571427,2.147980606,1090.7254638672202,-9.5713,-36.782
23.914285714285715,1.185920074,2016.517490392503,0.902,-52.003
24.4,2.307380899,1057.476033132404,-3.4168,-65.8561
24.885714285714286,1.764454247,1410.391588675424,-12.5797,-41.7007
25.37142857142857,1.948989363,1301.773578300877,-5.4984,-39.3206
25.857142857142858,1.330521981,1943.3833658057288,-15.7998,-47.8645
26.34285714285714,1.139888485,2311.0030050752853,-19.1834,-40.3089
26.82857142857143,1.518395536,1766.9026806577378,-15.827,-49.8362
27.314285714285713,2.257149344,1210.1231044765868,-4.9609,-45.2744
27.8,1.738421132,1599.1522127907497,-12.6819,-56.9211
28.285714285714285,1.831662749,1544.2643194636637,-20.7722,-54.7852
28.771428571428572,1.575934627,1825.6739891678624,-18.5122,-44.555
29.257142857142856,2.201247277,1329.1165950704255,-1.9981,-54.9306
29.74285714285714,1.502104601,1980.078958752696,-7.24,-36.782
30.228571428571428,1.595841327,1894.2090869019978,-25.2521,-52.0215
30.714285714285715,2.007035244,1530.3311591615336,-8.8137,-36.9541
31.2,1.936156936,1611.4396214419262,-7.7183,-42.7289
31.685714285714283,1.490814477,2125.3962028512206,-5.4026,-36.9541
32.17142857142857,1.428141344,2252.6781894935866,-30.0346,-51.2177
32.65714285714286,2.828309555,1154.6523540681833,-22.9068,-43.1729
33.14285714285714,1.564672716,2118.197422626825,-11.5057,-63.5806
33.628571428571426,1.202214722,2797.218401437229,-2.7376,-62.0751
34.114285714285714,1.153523126,2957.399374608265,-27.2423,-50.2189
34.6,2.806366526,1232.9109430091598,-23.5505,-46.6333
35.08571428571429,1.810760212,1937.6234386640197,-10.5741,-37.3857
35.57142857142857,1.166755771,3048.7467433686743,-10.1753,-48.2982
36.05714285714286,0.0843268283,42758.803555217855,4.5353,114.7277
36.542857142857144,2.948379381,1239.4218118043862,42.7339,25.4858
37.028571428571425,1.79496501,2062.9132725306677,12.2383,-1.5616
37.51428571428571,3.075607231,1219.7359056828707,21.9162,95.956
38.0,0.0730053217,52051.00000264776,-3.3731,29.9189
36.22222222222222,0.6518265382,5557.033980581526,16.5388,-23.0418
34.44444444444444,2.204763038,1562.2742149963622,11.55,104.9167
32.666666666666664,1.584766882,2061.29160305526,3.848,11.5021
30.88888888888889,0.8596978285,3592.993708357249,53.9333,-116.5765
29.11111111111111,1.226342636,2373.8154620525734,53.7267,-127.6476
27.333333333333336,1.518497528,1800.0248817878444,53.7609,-98.8139
25.555555555555557,0.7480180467,3416.4356954084105,46.5653,-66.4619
23.77777777777778,0.5341840709,4451.233024922792,53.1355,-57.6604
22.0,0.1911215359,11511.000001334753,64.8255,-124.8457
14.5,0.5011785876,2893.180267224968,44.682,-63.7443
7.0,0.1982441235,3530.9999996040233,70.2998,-83.1076
44.5,0.9999543077,4450.203340026073,51.2538,-85.3232
82.0,0.1472727599,55679.00001037463,46.5107,-63.4168
65.33333333333333,1.375009322,4751.482938188642,52.9399,-73.5491
48.666666666666664,1.179923414,4124.561483332567,52.9399,-106.4509
32.0,0.6414111044,4989.0000002313645,64.2823,-135.0
113.0,0.7361083968,15351.000000982463,6.6111,20.9394
194.0,2.535616259,7651.000000942966,15.4542,18.7322
183.0,1.073822507,17041.922553035107,-23.6509,-70.3975
172.0,0.9951012547,17284.673211657646,-38.9489,-72.3311
161.0,1.125041409,14310.584367121726,-18.594,-69.4785
150.0,0.623741379,24048.42857154744,-27.5661,-70.0503
139.0,0.6020658563,23087.175355570816,-45.9864,-73.7669
128.0,0.9531252518,13429.50464886634,-37.4464,-72.1416
117.0,0.9348584742,12515.263350436237,-29.959,-71.3389
106.0,1.058633972,10012.90368565652,-41.9198,-72.1416
95.0,0.9578517448,9918.027556533401,-40.231,-72.3311
84.0,1.153759483,7280.546876337136,-52.368,-70.9863
73.0,0.9694734104,7529.8609757518325,-35.5183,-71.6885
62.0,1.595105824,3886.8894506650613,-33.4376,-70.6505
51.0,0.8403141874,6069.158508176343,-36.7226,-71.7622
40.0,1.296169964,3086.015037453838,-34.5755,-71.0022
29.0,1.039217446,2790.561312420461,-19.9232,-69.5132
18.0,1.331342332,1352.0189035797894,-33.0472,-71.6127
7.0,0.3529411765,1983.3333331680556,31.8257,117.2264
20.0,0.0693000693,28860.000000028856,40.1824,116.4142
9.0,0.068755525,13089.857142389646,30.0572,107.874
2.0,0.0130701869,15302.000004299862,26.0789,117.9874
2.0,0.1279590531,1563.0000000367306,35.7518,104.2861
9.0,0.0125511853,71706.37501463707,23.3417,113.4244
2.0,0.0814000814,2457.0000000024565,23.8298,108.7881
2.0,0.1114827202,1793.9999996519641,26.8154,106.8748
6.0,0.05749329245,10435.999999857375,19.1959,109.7453
7.0,0.2378525314,2943.000000377545,37.8957,114.9042
15.0,0.2366648462,6338.07692221592,47.862,127.7615
23.0,0.2530531412,9088.999998550502,33.882,113.614
16.666666666666668,0.4471408855,3727.385977694645,22.3,114.2
10.333333333333334,6.552330056,157.70471336179185,30.9756,112.2707
4.0,0.1340931948,2982.999999340757,27.6104,111.7088
1.0,0.01191327138,8394.000003045343,44.0935,113.9448
1.0,0.05073566717,1971.0000001563003,27.614,115.7221
5.0,0.01235025318,40485.00000062347,43.6661,126.1923
2.0,0.064808814,3085.99999993828,41.2956,122.6085
61.0,0.8285532186,7362.230769324779,22.1667,113.55
5.0,0.05367686527,9315.000000185368,35.1917,108.8701
9.0,0.1667708985,5396.624999295066,36.3427,118.1498
5.0,0.9094660899,549.7731092480615,31.202,121.4491
11.0,0.04158695833,26450.599999915885,30.6171,102.7103
3.0,0.1029866117,2913.000001144809,39.3054,117.323
3.0,0.1139817629,2632.000000414101,41.1129,85.2401
2.0,0.03596475454,5561.000000085084,24.974,101.487
1.0,0.01603849238,6235.000000667144,29.1832,120.0934
3.25,3.382259094,96.08962263610665,-1.4429,-71.5724
5.5,1.957077434,281.03129209142986,7.1986,-75.3412
7.75,3.313588646,233.88539821789337,7.0762,-70.7105
10.0,2.449043137,408.32273833484544,10.6966,-74.8741
12.25,1.610896052,760.4463357391107,8.6704,-74.03
14.5,2.222564973,652.3993753230089,5.4545,-73.362
16.75,2.147090337,780.1255360034719,5.2983,-75.2479
19.0,1.604553561,1184.1299948976898,4.711,-74.0721
21.25,4.063707694,522.9214697547092,0.8699,-73.8419
23.5,2.385607224,985.0741464723196,5.7589,-71.5724
25.75,2.420727397,1063.7298537584982,2.705,-76.826
28.0,2.462521864,1137.0457419824963,9.3373,-73.6536
30.25,2.274896596,1329.7307690023904,5.2528,-76.826
32.5,3.234137849,1004.9045995379895,8.0493,-75.574
